2026-03-23 05:35:41,291 | INFO     | main | VGI: [UP]   +1.33% | confidence=62.7% | target_price=86.74
2026-03-23 05:35:41,357 | INFO     | main | 
====================================================
  VGI     HOLD [--]  Conf=51.9%  AUC=0.415
====================================================
  Entry zone :         84 -         87
  Stop-loss  :         77  (-9.9%)
  Take-profit:        102  (+19.7%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         85  S1=83  R1=86
  Fib 61.8%  :         95  38.2%=104
  Basis      : AI conf=62.7% | Models: psar, hma20 | ATR14=6 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': 1, 'hma20': 1, 'don_pct': -1, 'squeeze': -1, 'pivot': 0}
2026-03-23 05:35:41,359 | INFO     | trade_signals | Signals saved to results\signals_20260323.json
2026-03-23 16:54:46,469 | INFO     | live_engine | [live] Loaded model for VNM
2026-03-23 16:54:46,481 | INFO     | live_engine | [live] Loaded model for VIC
2026-03-23 16:54:46,491 | INFO     | live_engine | [live] Loaded model for HPG
2026-03-23 16:54:46,504 | INFO     | live_engine | [live] Loaded model for VCB
2026-03-23 16:54:46,513 | INFO     | live_engine | [live] Loaded model for FPT
2026-03-23 16:54:46,522 | INFO     | live_engine | [live] Loaded model for MWG
2026-03-23 16:54:46,534 | INFO     | live_engine | [live] Loaded model for MSN
2026-03-23 16:54:46,544 | INFO     | live_engine | [live] Loaded model for TCB
2026-03-23 16:54:46,552 | INFO     | live_engine | [live] Loaded model for SSI
2026-03-23 16:54:46,561 | INFO     | live_engine | [live] Loaded model for GAS
2026-03-23 16:54:46,572 | INFO     | live_engine | [live] Loaded model for PLX
2026-03-23 16:54:46,580 | INFO     | live_engine | [live] Loaded model for SAB
2026-03-23 16:54:46,593 | INFO     | live_engine | [live] Loaded model for VHM
2026-03-23 16:54:46,593 | WARNING  | live_engine | [live] No model for HPA — run train first
2026-03-23 16:54:46,610 | INFO     | live_engine | [live] Loaded model for SHS
2026-03-23 16:54:46,617 | INFO     | live_engine | [live] Loaded model for VGI
2026-03-23 16:54:46,617 | INFO     | live_engine | ============================================================
2026-03-23 16:54:46,617 | INFO     | live_engine | Live Trading Engine STARTED
2026-03-23 16:54:46,617 | INFO     | live_engine | Symbols : VNM, VIC, HPG, VCB, FPT, MWG, MSN, TCB, SSI, GAS, PLX, SAB, VHM, HPA, SHS, VGI
2026-03-23 16:54:46,618 | INFO     | live_engine | Interval: every 15 minutes
2026-03-23 16:54:46,618 | INFO     | live_engine | ============================================================
2026-03-23 16:54:50,736 | INFO     | data_fetcher | [vnstock] VNM: 3609 rows fetched
2026-03-23 16:54:52,091 | INFO     | data_fetcher | [vnstock] VIC: 3609 rows fetched
2026-03-23 16:54:53,541 | INFO     | data_fetcher | [vnstock] HPG: 3609 rows fetched
2026-03-23 16:54:55,172 | INFO     | data_fetcher | [vnstock] VCB: 3609 rows fetched
2026-03-23 16:54:56,673 | INFO     | data_fetcher | [vnstock] FPT: 3609 rows fetched
2026-03-23 16:54:57,966 | INFO     | data_fetcher | [vnstock] MWG: 2920 rows fetched
2026-03-23 16:54:59,515 | INFO     | data_fetcher | [vnstock] MSN: 3609 rows fetched
2026-03-23 16:55:00,881 | INFO     | data_fetcher | [vnstock] TCB: 1949 rows fetched
2026-03-23 16:55:02,240 | INFO     | data_fetcher | [vnstock] SSI: 3609 rows fetched
2026-03-23 16:55:03,833 | INFO     | data_fetcher | [vnstock] GAS: 3455 rows fetched
2026-03-23 16:55:05,290 | INFO     | data_fetcher | [vnstock] PLX: 2228 rows fetched
2026-03-23 16:55:06,961 | INFO     | data_fetcher | [vnstock] SAB: 2319 rows fetched
2026-03-23 16:55:08,522 | INFO     | data_fetcher | [vnstock] VHM: 3373 rows fetched
2026-03-23 16:55:09,996 | INFO     | data_fetcher | [vnstock] HPA: 27 rows fetched
2026-03-23 16:55:09,997 | WARNING  | data_fetcher | HPA: only 27 rows available. This symbol may be too new or illiquid — consider removing it from your watchlist.
2026-03-23 16:55:11,435 | INFO     | data_fetcher | [vnstock] SHS: 3609 rows fetched
2026-03-23 16:55:12,902 | INFO     | data_fetcher | [vnstock] VGI: 1869 rows fetched
2026-03-23 16:55:12,903 | INFO     | vnstock.common.data | Not a stock. Company and finance data unavailable.
2026-03-23 16:55:13,502 | INFO     | data_fetcher | [vnstock] VNINDEX: 3609 rows fetched
2026-03-23 16:55:13,503 | INFO     | live_engine | [live] Update cycle at 16:55 ICT | 16 symbols
2026-03-23 16:55:13,504 | WARNING  | live_engine | [live] Feature build failed for VNM: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,505 | WARNING  | live_engine | [live] Feature build failed for VIC: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,505 | WARNING  | live_engine | [live] Feature build failed for HPG: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,505 | WARNING  | live_engine | [live] Feature build failed for VCB: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,505 | WARNING  | live_engine | [live] Feature build failed for FPT: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,506 | WARNING  | live_engine | [live] Feature build failed for MWG: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,506 | WARNING  | live_engine | [live] Feature build failed for MSN: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,506 | WARNING  | live_engine | [live] Feature build failed for TCB: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,506 | WARNING  | live_engine | [live] Feature build failed for SSI: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,506 | WARNING  | live_engine | [live] Feature build failed for GAS: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,507 | WARNING  | live_engine | [live] Feature build failed for PLX: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,507 | WARNING  | live_engine | [live] Feature build failed for SAB: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,507 | WARNING  | live_engine | [live] Feature build failed for VHM: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,507 | WARNING  | live_engine | [live] Feature build failed for SHS: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,507 | WARNING  | live_engine | [live] Feature build failed for VGI: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:13,508 | INFO     | live_engine | [live] Market closed at 16:55 ICT — live engine stopping
2026-03-23 16:55:13,508 | INFO     | live_engine | [live] Running final post-close update...
2026-03-23 16:55:14,148 | INFO     | live_engine | [live] Update cycle at 16:55 ICT | 16 symbols
2026-03-23 16:55:14,149 | WARNING  | live_engine | [live] Feature build failed for VNM: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,149 | WARNING  | live_engine | [live] Feature build failed for VIC: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,150 | WARNING  | live_engine | [live] Feature build failed for HPG: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,150 | WARNING  | live_engine | [live] Feature build failed for VCB: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,150 | WARNING  | live_engine | [live] Feature build failed for FPT: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,151 | WARNING  | live_engine | [live] Feature build failed for MWG: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,151 | WARNING  | live_engine | [live] Feature build failed for MSN: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,153 | WARNING  | live_engine | [live] Feature build failed for TCB: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,153 | WARNING  | live_engine | [live] Feature build failed for SSI: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,153 | WARNING  | live_engine | [live] Feature build failed for GAS: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,156 | WARNING  | live_engine | [live] Feature build failed for PLX: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,156 | WARNING  | live_engine | [live] Feature build failed for SAB: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,157 | WARNING  | live_engine | [live] Feature build failed for VHM: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,157 | WARNING  | live_engine | [live] Feature build failed for SHS: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,157 | WARNING  | live_engine | [live] Feature build failed for VGI: build_features() got an unexpected keyword argument 'symbol'
2026-03-23 16:55:14,157 | INFO     | live_engine | [live] Live engine finished
2026-03-23 16:57:29,340 | INFO     | live_engine | [live] Loaded model for VNM
2026-03-23 16:57:29,346 | INFO     | live_engine | [live] Loaded model for VIC
2026-03-23 16:57:29,352 | INFO     | live_engine | [live] Loaded model for HPG
2026-03-23 16:57:29,361 | INFO     | live_engine | [live] Loaded model for VCB
2026-03-23 16:57:29,369 | INFO     | live_engine | [live] Loaded model for FPT
2026-03-23 16:57:29,374 | INFO     | live_engine | [live] Loaded model for MWG
2026-03-23 16:57:29,384 | INFO     | live_engine | [live] Loaded model for MSN
2026-03-23 16:57:29,390 | INFO     | live_engine | [live] Loaded model for TCB
2026-03-23 16:57:29,394 | INFO     | live_engine | [live] Loaded model for SSI
2026-03-23 16:57:29,400 | INFO     | live_engine | [live] Loaded model for GAS
2026-03-23 16:57:29,406 | INFO     | live_engine | [live] Loaded model for PLX
2026-03-23 16:57:29,410 | INFO     | live_engine | [live] Loaded model for SAB
2026-03-23 16:57:29,420 | INFO     | live_engine | [live] Loaded model for VHM
2026-03-23 16:57:29,420 | WARNING  | live_engine | [live] No model for HPA — run train first
2026-03-23 16:57:29,430 | INFO     | live_engine | [live] Loaded model for SHS
2026-03-23 16:57:29,434 | INFO     | live_engine | [live] Loaded model for VGI
2026-03-23 16:57:29,434 | INFO     | live_engine | ============================================================
2026-03-23 16:57:29,434 | INFO     | live_engine | Live Trading Engine STARTED
2026-03-23 16:57:29,435 | INFO     | live_engine | Symbols : VNM, VIC, HPG, VCB, FPT, MWG, MSN, TCB, SSI, GAS, PLX, SAB, VHM, HPA, SHS, VGI
2026-03-23 16:57:29,435 | INFO     | live_engine | Interval: every 15 minutes
2026-03-23 16:57:29,435 | INFO     | live_engine | ============================================================
2026-03-23 16:57:29,440 | INFO     | live_engine | [live] Update cycle at 16:57 ICT | 16 symbols
2026-03-23 16:57:29,547 | INFO     | features | Feature matrix: 3336 rows × 108 columns
2026-03-23 16:57:29,789 | INFO     | live_engine | 
====================================================
  VNM     HOLD [--]  Conf=37.0%  AUC=0.668
====================================================
  Entry zone :         60 -         61
  Stop-loss  :         58  (-4.6%)
  Take-profit:         66  (+9.2%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         60  S1=60  R1=61
  Fib 61.8%  :         64  38.2%=68
  Basis      : Models: ichimoku, supertrend, psar, don_pct | ATR14=2 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': 1, 'don_pct': -1, 'squeeze': -1, 'pivot': 0}
2026-03-23 16:57:29,872 | INFO     | features | Feature matrix: 3336 rows × 108 columns
2026-03-23 16:57:30,080 | INFO     | live_engine | 
====================================================
  VIC     HOLD [--]  Conf=14.7%  AUC=0.297
====================================================
  Entry zone :        123 -        128
  Stop-loss  :        112  (-11.2%)
  Take-profit:        154  (+22.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :        139  S1=131  R1=144
  Fib 61.8%  :        146  38.2%=158
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=9 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'donchian': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 16:57:30,162 | INFO     | features | Feature matrix: 3288 rows × 108 columns
2026-03-23 16:57:30,380 | INFO     | live_engine | 
====================================================
  HPG     HOLD [--]  Conf=28.8%  AUC=0.678
====================================================
  Entry zone :         25 -         26
  Stop-loss  :         24  (-4.7%)
  Take-profit:         28  (+9.4%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         26  S1=26  R1=26
  Fib 61.8%  :         27  38.2%=28
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 16:57:30,451 | INFO     | features | Feature matrix: 3359 rows × 108 columns
2026-03-23 16:57:30,654 | INFO     | live_engine | 
====================================================
  VCB     HOLD [--]  Conf=35.5%  AUC=0.648
====================================================
  Entry zone :         57 -         58
  Stop-loss  :         55  (-4.7%)
  Take-profit:         63  (+9.3%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         59  S1=57  R1=59
  Fib 61.8%  :         60  38.2%=63
  Basis      : ATR14=2 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': 0}
2026-03-23 16:57:30,722 | INFO     | features | Feature matrix: 3358 rows × 108 columns
2026-03-23 16:57:30,926 | INFO     | live_engine | 
====================================================
  FPT     HOLD [--]  Conf=43.1%  AUC=0.665
====================================================
  Entry zone :         72 -         74
  Stop-loss  :         69  (-6.2%)
  Take-profit:         82  (+12.5%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         75  S1=73  R1=76
  Fib 61.8%  :         80  38.2%=85
  Basis      : AI conf=71.9% | ATR14=3 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 16:57:30,998 | INFO     | features | Feature matrix: 2625 rows × 108 columns
2026-03-23 16:57:31,168 | INFO     | live_engine | 
====================================================
  MWG     HOLD [--]  Conf=39.1%  AUC=0.594
====================================================
  Entry zone :         73 -         75
  Stop-loss  :         69  (-6.8%)
  Take-profit:         84  (+13.6%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         80  S1=79  R1=81
  Fib 61.8%  :         82  38.2%=87
  Basis      : AI conf=65.2% | ATR14=3 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'donchian': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 16:57:31,235 | INFO     | features | Feature matrix: 3319 rows × 108 columns
2026-03-23 16:57:31,438 | INFO     | live_engine | 
====================================================
  MSN     HOLD [--]  Conf=38.8%  AUC=0.643
====================================================
  Entry zone :         70 -         72
  Stop-loss  :         67  (-5.6%)
  Take-profit:         79  (+11.2%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         73  S1=70  R1=74
  Fib 61.8%  :         72  38.2%=76
  Basis      : Models: psar | ATR14=3 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': 1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': 0}
2026-03-23 16:57:31,491 | INFO     | features | Feature matrix: 1717 rows × 108 columns
2026-03-23 16:57:31,605 | INFO     | live_engine | 
====================================================
  TCB     HOLD [--]  Conf=45.4%  AUC=0.591
====================================================
  Entry zone :         29 -         29
  Stop-loss  :         28  (-4.2%)
  Take-profit:         31  (+8.5%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         30  S1=30  R1=30
  Fib 61.8%  :         32  38.2%=34
  Basis      : AI conf=75.6% | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'donchian': -1, 'squeeze': -1, 'pivot': -1}
2026-03-23 16:57:31,673 | INFO     | features | Feature matrix: 3359 rows × 108 columns
2026-03-23 16:57:31,878 | INFO     | live_engine | 
====================================================
  SSI     HOLD [--]  Conf=28.2%  AUC=0.654
====================================================
  Entry zone :         25 -         26
  Stop-loss  :         23  (-7.6%)
  Take-profit:         29  (+15.1%)
  R/R ratio  : 1 : 2.00
  Position   : 0.0% of capital
  Pivot PP   :         27  S1=27  R1=27
  Fib 61.8%  :         29  38.2%=31
  Basis      : Models: ichimoku, supertrend, psar, hma20 | ATR14=1 | SL=1.5xATR TP=3.0xATR
  Math votes : {'ichimoku': -1, 'supertrend': -1, 'psar': -1, 'hma20': -1, 'don_pct': -1, 'squeeze': -1, 'pivot': -1}
